Timestamp,Voltage,Current,Power,Energy
14:20:34,12.64,1.33,16.83,7.647
14:20:35,12.62,1.32,16.65,7.652
14:20:36,12.60,1.37,17.29,7.657
14:20:37,12.61,1.31,16.58,7.661
14:20:38,12.62,1.35,16.99,7.666
14:20:39,12.61,1.34,16.92,7.671
14:20:40,12.63,1.38,17.46,7.676
14:20:41,12.59,1.32,16.57,7.680
14:20:42,12.61,1.36,17.17,7.685
14:20:43,12.61,1.36,17.17,7.690
14:20:44,12.60,1.39,17.52,7.695
14:20:45,12.60,1.36,17.10,7.699
14:20:46,12.59,1.39,17.53,7.704
14:20:47,12.59,1.36,17.12,7.709
14:20:48,12.58,1.39,17.53,7.714
14:20:49,12.63,1.42,17.91,7.719
14:20:50,12.62,1.44,18.20,7.724
14:20:51,12.61,1.35,17.06,7.729
14:20:52,12.59,1.42,17.83,7.733
14:20:53,12.59,1.37,17.23,7.738
14:20:54,12.61,1.39,17.48,7.743
14:20:55,12.59,1.44,18.18,7.748
14:20:56,12.58,1.40,17.67,7.753
14:20:57,12.58,1.40,17.58,7.758
14:20:58,12.57,1.45,18.25,7.763
14:20:59,12.57,1.44,18.16,7.768
14:21:00,12.60,1.43,17.99,7.773
14:21:01,12.62,1.45,18.27,7.778
14:21:02,12.60,1.48,18.64,7.783
14:21:03,12.61,1.48,18.65,7.789
14:21:04,12.59,1.42,17.85,7.793
14:21:05,12.63,1.48,18.75,7.799
14:21:06,12.60,1.48,18.64,7.804
14:21:07,12.63,1.49,18.77,7.809
14:21:08,12.61,1.45,18.28,7.814
14:21:09,12.58,1.45,18.22,7.819
14:21:10,12.60,1.54,19.44,7.825
14:21:11,12.58,1.48,18.64,7.830
14:21:12,12.60,1.53,19.22,7.835
14:21:13,12.58,1.52,19.08,7.840
14:21:14,12.62,1.51,19.00,7.846
14:21:15,12.60,1.52,19.17,7.851
14:21:16,12.63,1.52,19.23,7.856
14:21:17,12.59,1.55,19.53,7.862
14:21:18,12.63,1.55,19.52,7.867
14:21:19,12.59,1.60,20.14,7.873
14:21:20,12.60,1.58,19.93,7.878
14:21:21,12.59,1.58,19.86,7.884
14:21:22,12.62,1.61,20.36,7.890
14:21:23,12.61,1.57,19.75,7.895
14:21:24,12.62,1.58,19.98,7.901
14:21:25,12.64,1.59,20.05,7.906
14:21:26,12.60,1.60,20.15,7.912
14:21:27,12.63,1.61,20.28,7.917
14:21:28,12.64,1.65,20.87,7.923
14:21:29,12.65,1.68,21.26,7.929
14:21:30,12.60,1.62,20.47,7.935
14:21:31,12.66,1.65,20.90,7.941
14:21:32,12.64,1.63,20.62,7.946
14:21:33,12.63,1.64,20.74,7.952
14:21:34,12.65,1.66,20.97,7.958
14:21:35,12.66,1.67,21.13,7.964
14:21:36,12.63,1.65,20.80,7.970
14:21:37,12.62,1.66,20.95,7.975
14:21:38,12.65,1.73,21.89,7.981
14:21:39,12.63,1.68,21.19,7.987
14:21:40,12.66,1.72,21.81,7.993
14:21:41,12.68,1.72,21.82,7.999
14:21:42,12.65,1.72,21.72,8.005
14:21:43,12.66,1.75,22.15,8.012
14:21:44,12.68,1.71,21.64,8.018
14:21:45,12.64,1.71,21.58,8.024
14:21:46,12.64,1.80,22.76,8.030
14:21:47,12.67,1.72,21.78,8.036
14:21:48,12.68,1.77,22.43,8.042
14:21:49,12.66,1.76,22.35,8.048
14:21:50,12.67,1.78,22.57,8.055
14:21:51,12.70,1.82,23.08,8.061
14:21:52,12.69,1.83,23.22,8.068
14:21:53,12.69,1.81,23.03,8.074
14:21:54,12.68,1.80,22.86,8.080
14:21:55,12.68,1.82,23.05,8.087
14:21:56,12.71,1.82,23.18,8.093
14:21:57,12.69,1.79,22.73,8.099
14:21:58,12.71,1.86,23.66,8.106
14:21:59,12.74,1.85,23.63,8.113
14:22:00,12.69,1.82,23.11,8.119
14:22:01,12.70,1.84,23.39,8.126
14:22:02,12.71,1.86,23.65,8.132
14:22:03,12.74,1.87,23.83,8.139
14:22:04,12.74,1.90,24.26,8.145
14:22:05,12.74,1.86,23.73,8.152
14:22:06,12.71,1.92,24.43,8.159
14:22:07,12.76,1.91,24.32,8.166
14:22:08,12.75,1.88,23.96,8.172
14:22:09,12.78,1.85,23.61,8.179
14:22:10,12.78,1.95,24.87,8.186
14:22:11,12.78,1.92,24.47,8.192
14:22:12,12.79,1.93,24.70,8.199
14:22:13,12.79,1.87,23.89,8.206
14:22:14,12.79,1.92,24.52,8.213
14:22:15,12.77,1.88,24.05,8.219
14:22:16,12.78,1.89,24.16,8.226
14:22:17,12.76,1.90,24.23,8.233
14:22:18,12.80,1.94,24.90,8.240
14:22:19,12.78,1.90,24.27,8.247
14:22:20,12.79,1.98,25.28,8.254
14:22:21,12.78,1.93,24.64,8.260
14:22:22,12.80,1.98,25.34,8.267
14:22:23,12.82,1.98,25.38,8.275
14:22:24,12.83,1.92,24.67,8.281
14:22:25,12.82,1.95,25.02,8.288
14:22:26,12.80,1.93,24.69,8.295
14:22:27,12.81,1.93,24.69,8.302
14:22:28,12.80,1.94,24.80,8.309
14:22:29,12.86,1.92,24.66,8.316
14:22:30,12.85,1.99,25.56,8.323
14:22:31,12.84,1.91,24.53,8.330
14:22:32,12.85,1.90,24.45,8.336
14:22:33,12.84,1.90,24.45,8.343
14:22:34,12.87,1.99,25.65,8.350
14:22:35,12.84,1.95,25.00,8.357
14:22:36,12.86,1.94,24.94,8.364
14:22:37,12.85,1.98,25.40,8.371
14:22:38,12.86,1.97,25.30,8.378
14:22:39,12.86,1.98,25.53,8.385
14:22:40,12.88,1.94,24.95,8.392
14:22:41,12.87,1.90,24.52,8.399
14:22:42,12.90,1.98,25.60,8.406
14:22:43,12.87,1.90,24.41,8.413
14:22:44,12.91,1.97,25.40,8.420
14:22:45,12.91,1.97,25.43,8.427
14:22:46,12.89,1.95,25.12,8.434
14:22:47,12.88,1.97,25.34,8.441
14:22:48,12.89,1.94,24.95,8.448
14:22:49,12.89,1.96,25.24,8.455
14:22:50,12.94,1.92,24.83,8.462
14:22:51,12.91,1.94,25.06,8.469
14:22:52,12.95,1.89,24.51,8.476
14:22:53,12.90,1.88,24.26,8.483
14:22:54,12.93,1.94,25.10,8.490
14:22:55,12.97,1.94,25.10,8.497
14:22:56,12.94,1.94,25.15,8.503
14:22:57,12.92,1.94,25.05,8.510
14:22:58,12.97,1.89,24.48,8.517
14:22:59,12.95,1.88,24.35,8.524
14:23:00,12.95,1.94,25.10,8.531
14:23:01,12.94,1.89,24.49,8.538
14:23:02,12.97,1.83,23.78,8.544
14:23:03,12.97,1.91,24.72,8.551
14:23:04,12.97,1.84,23.81,8.558
14:23:05,13.00,1.87,24.29,8.565
14:23:06,12.99,1.84,23.89,8.571
14:23:07,12.98,1.90,24.60,8.578
14:23:08,12.97,1.87,24.31,8.585
14:23:09,12.98,1.89,24.54,8.592
14:23:10,12.99,1.88,24.37,8.598
14:23:11,13.01,1.83,23.82,8.605
14:23:12,13.00,1.85,24.03,8.612
14:23:13,13.02,1.78,23.14,8.618
14:23:14,13.03,1.78,23.21,8.625
14:23:15,12.98,1.85,24.08,8.631
14:23:16,13.03,1.82,23.68,8.638
14:23:17,13.03,1.82,23.76,8.644
14:23:18,13.02,1.78,23.20,8.651
14:23:19,13.01,1.82,23.65,8.657
14:23:20,12.43,3.96,49.23,8.671
14:23:21,12.43,3.93,48.87,8.685
14:23:22,12.44,3.91,48.65,8.698
14:23:23,12.47,3.99,49.77,8.712
14:23:24,12.46,3.93,48.95,8.726
14:23:25,12.42,3.97,49.34,8.739
14:23:26,12.46,3.94,49.03,8.753
14:23:27,12.46,3.91,48.70,8.767
14:23:28,12.43,3.98,49.49,8.780
14:23:29,12.44,4.02,50.05,8.794
14:23:30,12.44,3.95,49.17,8.808
14:23:31,12.46,3.95,49.26,8.822
14:23:32,12.41,3.91,48.48,8.835
14:23:33,12.42,3.95,49.13,8.849
14:23:34,12.41,3.90,48.37,8.862
14:23:35,12.45,3.90,48.53,8.876
14:23:36,12.45,3.88,48.32,8.889
14:23:37,12.44,3.97,49.39,8.903
14:23:38,12.45,3.86,48.10,8.916
14:23:39,12.41,3.88,48.10,8.929
14:23:40,12.41,3.92,48.68,8.943
14:23:41,12.43,3.92,48.73,8.956
14:23:42,12.42,3.92,48.69,8.970
14:23:43,12.41,3.87,47.99,8.983
14:23:44,12.42,3.91,48.53,8.997
14:23:45,12.42,3.86,47.97,9.010
14:23:46,12.42,3.90,48.43,9.024
14:23:47,12.43,3.85,47.82,9.037
14:23:48,12.43,3.95,49.06,9.050
14:23:49,12.43,3.94,48.92,9.064
14:23:50,12.41,3.88,48.19,9.077
14:23:51,12.43,3.86,47.93,9.091
14:23:52,12.42,3.91,48.60,9.104
14:23:53,12.42,3.92,48.66,9.118
14:23:54,12.42,3.93,48.73,9.131
14:23:55,12.40,3.92,48.62,9.145
14:23:56,12.41,3.94,48.87,9.158
14:23:57,12.41,3.86,47.87,9.172
14:23:58,12.38,3.91,48.39,9.185
14:23:59,12.37,3.84,47.45,9.198
14:24:00,12.39,3.86,47.83,9.212
14:24:01,12.42,3.92,48.65,9.225
14:24:02,12.41,3.82,47.42,9.238
14:24:03,12.40,3.81,47.23,9.251
14:24:04,12.41,3.81,47.35,9.265
14:24:05,12.39,3.83,47.45,9.278
14:24:06,12.41,3.90,48.44,9.291
14:24:07,12.38,3.88,48.04,9.305
14:24:08,12.37,3.86,47.77,9.318
14:24:09,12.38,3.94,48.77,9.331
14:24:10,12.36,3.82,47.20,9.344
14:24:11,12.39,3.85,47.73,9.358
14:24:12,12.36,3.93,48.58,9.371
14:24:13,12.40,3.80,47.05,9.384
14:24:14,12.36,3.81,47.11,9.397
14:24:15,12.39,3.91,48.39,9.411
14:24:16,12.37,3.82,47.30,9.424
14:24:17,12.35,3.87,47.77,9.437
14:24:18,12.39,3.81,47.17,9.450
14:24:19,12.39,3.90,48.38,9.464
14:24:20,12.35,3.87,47.77,9.477
14:24:21,12.36,3.89,48.03,9.490
14:24:22,12.35,3.82,47.15,9.503
14:24:23,12.35,3.82,47.12,9.517
14:24:24,12.35,3.79,46.77,9.530
14:24:25,12.37,3.88,48.03,9.543
14:24:26,12.35,3.81,47.08,9.556
14:24:27,12.37,3.88,48.05,9.569
14:24:28,12.37,3.83,47.37,9.582
14:24:29,12.34,3.82,47.13,9.596
14:24:30,12.35,3.88,47.91,9.609
14:24:31,12.34,3.91,48.21,9.622
14:24:32,12.36,3.92,48.50,9.636
14:24:33,12.33,3.88,47.83,9.649
14:24:34,12.35,3.86,47.66,9.662
14:24:35,12.36,3.87,47.80,9.676
14:24:36,12.33,3.89,47.90,9.689
14:24:37,12.36,3.85,47.59,9.702
14:24:38,12.36,3.92,48.44,9.716
14:24:39,12.32,3.78,46.54,9.728
14:24:40,12.34,3.80,46.85,9.741
14:24:41,12.36,3.84,47.50,9.755
14:24:42,12.32,3.78,46.53,9.768
14:24:43,12.32,3.80,46.75,9.781
14:24:44,12.36,3.91,48.36,9.794
14:24:45,12.33,3.86,47.54,9.807
14:24:46,12.35,3.86,47.61,9.820
14:24:47,12.35,3.82,47.21,9.834
14:24:48,12.32,3.87,47.72,9.847
14:24:49,12.34,3.81,47.07,9.860
14:24:50,12.35,3.84,47.43,9.873
14:24:51,12.31,3.85,47.43,9.886
14:24:52,12.30,3.88,47.77,9.900
14:24:53,12.30,3.79,46.64,9.912
14:24:54,12.30,3.88,47.72,9.926
14:24:55,12.34,3.78,46.67,9.939
14:24:56,12.31,3.89,47.85,9.952
14:24:57,12.34,3.87,47.71,9.965
14:24:58,12.29,3.88,47.67,9.978
14:24:59,12.33,3.79,46.78,9.991
14:25:00,12.32,3.82,47.02,10.005
14:25:01,12.30,3.84,47.24,10.018
14:25:02,12.29,3.89,47.78,10.031
14:25:03,12.33,3.79,46.75,10.044
14:25:04,12.29,3.90,47.92,10.057
14:25:05,12.29,3.94,48.38,10.071
14:25:06,12.29,3.90,47.86,10.084
14:25:07,12.30,3.94,48.43,10.097
14:25:08,12.28,3.91,48.03,10.111
14:25:09,12.32,3.89,47.88,10.124
14:25:10,12.31,3.94,48.53,10.138
14:25:11,12.28,3.86,47.46,10.151
14:25:12,12.30,3.82,46.98,10.164
14:25:13,12.28,3.83,47.01,10.177
14:25:14,12.28,3.82,46.85,10.190
14:25:15,12.30,3.89,47.82,10.203
14:25:16,12.31,3.88,47.76,10.216
14:25:17,12.30,3.89,47.83,10.230
14:25:18,12.27,3.91,47.94,10.243
14:25:19,12.30,3.87,47.63,10.256
14:25:20,12.30,3.87,47.60,10.269
14:25:21,12.27,3.81,46.82,10.282
14:25:22,12.30,3.86,47.42,10.296
14:25:23,12.28,3.91,48.04,10.309
14:25:24,12.30,3.92,48.25,10.322
14:25:25,12.30,3.93,48.29,10.336
14:25:26,12.27,3.88,47.64,10.349
14:25:27,12.30,3.90,47.97,10.362
14:25:28,12.28,3.94,48.44,10.376
14:25:29,12.27,3.88,47.64,10.389
14:25:30,12.29,3.90,47.97,10.402
14:25:31,12.27,3.88,47.59,10.416
14:25:32,12.25,3.88,47.54,10.429
14:25:33,12.29,3.91,48.00,10.442
14:25:34,12.27,3.97,48.67,10.456
14:25:35,12.25,3.89,47.61,10.469
14:25:36,12.24,3.96,48.45,10.482
14:25:37,12.25,3.95,48.45,10.496
14:25:38,12.26,3.94,48.30,10.509
14:25:39,12.23,3.89,47.59,10.522
14:25:40,12.25,3.89,47.71,10.536
14:25:41,12.28,3.89,47.81,10.549
14:25:42,12.24,3.93,48.08,10.562
14:25:43,12.26,3.92,48.08,10.576
14:25:44,12.24,4.01,49.07,10.589
14:25:45,12.23,3.92,47.92,10.603
14:25:46,12.25,3.89,47.65,10.616
14:25:47,12.26,3.88,47.52,10.629
14:25:48,12.26,4.00,49.05,10.643
14:25:49,12.23,4.03,49.27,10.656
14:25:50,12.26,3.93,48.15,10.670
14:25:51,12.24,3.99,48.90,10.683
14:25:52,12.27,3.91,48.00,10.697
14:25:53,12.26,3.95,48.39,10.710
14:25:54,12.26,3.91,47.87,10.723
14:25:55,12.25,4.03,49.41,10.737
14:25:56,12.23,3.91,47.86,10.750
14:25:57,12.23,3.93,48.08,10.764
14:25:58,12.21,4.03,49.18,10.777
14:25:59,12.24,3.94,48.23,10.791
14:26:00,12.21,3.92,47.85,10.804
14:26:01,12.22,4.01,48.98,10.818
14:26:02,12.21,4.05,49.45,10.831
14:26:03,12.23,3.94,48.14,10.845
14:26:04,12.25,4.01,49.07,10.858
14:26:05,12.24,4.07,49.89,10.872
14:26:06,12.24,4.04,49.40,10.886
14:26:07,12.23,4.04,49.36,10.900
14:26:08,12.22,4.01,49.00,10.913
14:26:09,12.24,4.04,49.43,10.927
14:26:10,12.23,4.09,50.04,10.941
14:26:11,12.22,3.96,48.44,10.954
14:26:12,12.24,4.10,50.15,10.968
14:26:13,12.24,4.11,50.26,10.982
14:26:14,12.19,3.97,48.44,10.996
14:26:15,12.21,4.02,49.08,11.009
14:26:16,12.19,4.09,49.88,11.023
14:26:17,12.19,4.00,48.69,11.037
14:26:18,12.21,4.12,50.34,11.051
14:26:19,12.22,4.00,48.86,11.064
14:26:20,12.19,4.10,49.98,11.078
14:26:21,12.19,4.04,49.23,11.092
14:26:22,12.17,4.04,49.17,11.106
14:26:23,12.21,4.06,49.58,11.119
14:26:24,12.17,4.06,49.47,11.133
14:26:25,12.18,4.08,49.75,11.147
14:26:26,12.17,4.15,50.53,11.161
14:26:27,12.20,4.12,50.27,11.175
14:26:28,12.20,4.10,49.95,11.189
14:26:29,12.20,4.04,49.30,11.202
14:26:30,12.18,4.16,50.72,11.217
14:26:31,12.21,4.16,50.79,11.231
14:26:32,12.17,4.09,49.74,11.244
14:26:33,12.20,4.13,50.34,11.258
14:26:34,12.16,4.11,50.02,11.272
14:26:35,12.16,4.11,49.95,11.286
14:26:36,12.19,4.07,49.68,11.300
14:26:37,12.20,4.17,50.82,11.314
14:26:38,12.20,4.19,51.13,11.328
14:26:39,12.19,4.11,50.13,11.342
14:26:40,12.16,4.07,49.48,11.356
14:26:41,12.19,4.09,49.82,11.370
14:26:42,12.17,4.18,50.92,11.384
14:26:43,12.15,4.08,49.56,11.398
14:26:44,12.19,4.10,50.03,11.412
14:26:45,12.15,4.14,50.34,11.426
14:26:46,12.17,4.16,50.62,11.440
14:26:47,12.19,4.14,50.41,11.454
14:26:48,12.17,4.21,51.19,11.468
14:26:49,12.15,4.17,50.62,11.482
14:26:50,12.18,4.14,50.41,11.496
14:26:51,12.18,4.13,50.26,11.510
14:26:52,12.18,4.24,51.67,11.524
14:26:53,12.17,4.13,50.28,11.538
14:26:54,12.17,4.19,50.98,11.552
14:26:55,12.14,4.15,50.35,11.566
14:26:56,12.15,4.14,50.24,11.580
14:26:57,12.14,4.22,51.28,11.595
14:26:58,12.16,4.20,51.03,11.609
14:26:59,12.15,4.24,51.54,11.623
14:27:00,12.16,4.27,51.94,11.638
14:27:01,12.13,4.25,51.49,11.652
14:27:02,12.16,4.23,51.42,11.666
14:27:03,12.16,4.28,52.08,11.681
14:27:04,12.13,4.24,51.48,11.695
14:27:05,12.15,4.24,51.51,11.709
14:27:06,12.16,4.27,51.94,11.724
14:27:07,12.12,4.18,50.67,11.738
14:27:08,12.14,4.24,51.44,11.752
14:27:09,12.14,4.19,50.82,11.766
14:27:10,12.14,4.28,51.97,11.781
14:27:11,12.14,4.21,51.17,11.795
14:27:12,12.14,4.29,52.11,11.809
14:27:13,12.15,4.27,51.89,11.824
14:27:14,12.10,4.24,51.30,11.838
14:27:15,12.11,4.23,51.22,11.852
14:27:16,12.14,4.24,51.44,11.866
14:27:17,12.12,4.27,51.70,11.881
14:27:18,12.12,4.28,51.91,11.895
14:27:19,12.12,4.26,51.58,11.910
14:27:20,12.12,4.30,52.11,11.924
14:27:21,12.10,4.26,51.57,11.938
14:27:22,12.10,4.25,51.35,11.953
14:27:23,12.12,4.32,52.35,11.967
14:27:24,12.09,4.22,51.09,11.981
14:27:25,12.13,4.29,52.05,11.996
14:27:26,12.12,4.32,52.40,12.010
14:27:27,12.12,4.24,51.36,12.025
14:27:28,12.11,4.26,51.54,12.039
14:27:29,12.11,4.24,51.38,12.053
14:27:30,12.08,4.31,52.05,12.068
14:27:31,12.09,4.26,51.45,12.082
14:27:32,12.11,4.31,52.25,12.096
14:27:33,12.11,4.33,52.42,12.111
14:27:34,12.12,4.26,51.61,12.125
14:27:35,12.09,4.32,52.24,12.140
14:27:36,12.12,4.40,53.35,12.155
14:27:37,12.11,4.36,52.83,12.169
14:27:38,12.08,4.41,53.22,12.184
14:27:39,12.11,4.34,52.63,12.199
14:27:40,12.11,4.37,52.95,12.213
14:27:41,12.08,4.36,52.62,12.228
14:27:42,12.10,4.35,52.67,12.243
14:27:43,12.10,4.41,53.33,12.258
14:27:44,12.10,4.29,51.91,12.272
14:27:45,12.10,4.36,52.81,12.287
14:27:46,12.08,4.34,52.44,12.301
14:27:47,12.07,4.42,53.33,12.316
14:27:48,12.07,4.29,51.77,12.330
14:27:49,12.06,4.35,52.47,12.345
14:27:50,12.07,4.32,52.15,12.359
14:27:51,12.07,4.43,53.48,12.374
14:27:52,12.08,4.41,53.34,12.389
14:27:53,12.06,4.34,52.36,12.404
14:27:54,12.06,4.38,52.76,12.418
14:27:55,12.05,4.36,52.47,12.433
14:27:56,12.06,4.35,52.40,12.447
14:27:57,12.08,4.33,52.31,12.462
14:27:58,12.07,4.35,52.50,12.477
14:27:59,12.06,4.40,53.08,12.491
14:28:00,12.05,4.39,52.87,12.506
14:28:01,12.05,4.45,53.63,12.521
14:28:02,12.07,4.35,52.51,12.535
14:28:03,12.05,4.36,52.58,12.550
14:28:04,12.04,4.34,52.24,12.565
14:28:05,12.06,4.33,52.23,12.579
14:28:06,12.06,4.37,52.72,12.594
14:28:07,12.03,4.36,52.43,12.608
14:28:08,12.05,4.43,53.44,12.623
14:28:09,12.04,4.42,53.18,12.638
14:28:10,12.07,4.37,52.72,12.653
14:28:11,12.06,4.35,52.45,12.667
14:28:12,12.02,4.38,52.66,12.682
14:28:13,12.06,4.46,53.77,12.697
14:28:14,12.04,4.47,53.84,12.712
14:28:15,12.07,4.48,54.02,12.727
14:28:16,12.03,4.39,52.80,12.741
14:28:17,12.07,4.39,53.02,12.756
14:28:18,12.02,4.50,54.04,12.771
14:28:19,12.06,4.38,52.78,12.786
14:28:20,12.03,4.46,53.62,12.801
14:28:21,12.04,4.43,53.33,12.815
14:28:22,12.04,4.40,52.97,12.830
14:28:23,12.04,4.51,54.25,12.845
14:28:24,12.01,4.46,53.51,12.860
14:28:25,12.03,4.45,53.53,12.875
14:28:26,12.04,4.51,54.33,12.890
14:28:27,12.02,4.50,54.03,12.905
14:28:28,12.05,4.41,53.11,12.920
14:28:29,12.04,4.38,52.74,12.934
14:28:30,12.00,4.40,52.78,12.949
14:28:31,12.03,4.39,52.77,12.964
14:28:32,12.04,4.49,54.05,12.979
14:28:33,12.00,4.49,53.84,12.994
14:28:34,12.04,4.46,53.66,13.009
14:28:35,12.00,4.39,52.64,13.023
14:28:36,12.03,4.44,53.39,13.038
14:28:37,12.03,4.49,54.00,13.053
14:28:38,12.00,4.51,54.15,13.068
14:28:39,12.02,4.41,52.97,13.083
14:28:40,12.03,4.48,53.90,13.098
14:28:41,12.00,4.38,52.62,13.112
14:28:42,12.00,4.37,52.49,13.127
14:28:43,11.99,4.40,52.71,13.142
14:28:44,12.02,4.41,52.95,13.156
14:28:45,12.02,4.45,53.46,13.171
14:28:46,12.01,4.40,52.83,13.186
14:28:47,12.00,4.52,54.29,13.201
14:28:48,11.98,4.52,54.15,13.216
14:28:49,11.98,4.46,53.48,13.231
14:28:50,11.99,4.44,53.29,13.246
14:28:51,11.99,4.52,54.19,13.261
14:28:52,11.99,4.38,52.56,13.275
14:28:53,12.00,4.39,52.64,13.290
14:28:54,11.98,4.50,53.84,13.305
14:28:55,11.97,4.40,52.69,13.320
14:28:56,11.98,4.46,53.37,13.334
14:28:57,11.96,4.48,53.54,13.349
14:28:58,11.98,4.47,53.52,13.364
14:28:59,12.01,4.42,53.09,13.379
14:29:00,12.00,4.49,53.91,13.394
14:29:01,11.96,4.47,53.43,13.409
14:29:02,11.96,4.51,54.00,13.424
14:29:03,11.99,4.49,53.87,13.439
14:29:04,11.98,4.42,52.95,13.453
14:29:05,11.96,4.42,52.80,13.468
14:29:06,11.95,4.47,53.42,13.483
14:29:07,11.96,4.49,53.67,13.498
14:29:08,11.98,4.41,52.87,13.512
14:29:09,11.96,4.39,52.55,13.527
14:29:10,11.98,4.40,52.74,13.542
14:29:11,11.98,4.43,53.03,13.556
14:29:12,11.99,4.43,53.13,13.571
14:29:13,11.96,4.48,53.58,13.586
14:29:14,11.99,4.50,53.93,13.601
14:29:15,11.98,4.39,52.60,13.616
14:29:16,11.97,4.46,53.38,13.631
14:29:17,11.94,4.45,53.17,13.645
14:29:18,11.98,4.39,52.58,13.660
14:29:19,11.97,4.39,52.52,13.674
14:29:20,11.94,4.50,53.77,13.689
14:29:21,11.94,4.36,52.09,13.704
14:29:22,11.95,4.49,53.68,13.719
14:29:23,11.94,4.36,52.08,13.733
14:29:24,11.95,4.44,53.07,13.748
14:29:25,11.97,4.41,52.84,13.763
14:29:26,11.92,4.43,52.79,13.777
14:29:27,11.92,4.36,51.94,13.792
14:29:28,11.93,4.48,53.50,13.807
14:29:29,11.93,4.39,52.35,13.821
14:29:30,11.95,4.37,52.22,13.836
14:29:31,11.95,4.40,52.55,13.850
14:29:32,11.91,4.35,51.78,13.865
14:29:33,11.94,4.35,51.98,13.879
14:29:34,11.96,4.37,52.26,13.894
14:29:35,11.92,4.44,52.97,13.908
14:29:36,11.91,4.40,52.37,13.923
14:29:37,11.94,4.45,53.12,13.938
14:29:38,11.92,4.37,52.07,13.952
14:29:39,11.91,4.44,52.86,13.967
14:29:40,11.91,4.40,52.40,13.981
14:29:41,11.95,4.41,52.69,13.996
14:29:42,11.94,4.41,52.66,14.011
14:29:43,11.94,4.46,53.27,14.025
14:29:44,11.94,4.39,52.46,14.040
14:29:45,11.94,4.44,52.98,14.055
14:29:46,11.90,4.45,52.88,14.069
14:29:47,11.91,4.43,52.72,14.084
14:29:48,11.90,4.44,52.80,14.099
14:29:49,11.91,4.34,51.64,14.113
14:29:50,11.90,4.39,52.22,14.128
14:29:51,11.90,4.32,51.42,14.142
14:29:52,11.89,4.37,51.93,14.156
14:29:53,11.91,4.31,51.35,14.171
14:29:54,11.92,4.42,52.67,14.185
14:29:55,11.89,4.30,51.17,14.199
14:29:56,11.89,4.39,52.16,14.214
14:29:57,11.92,4.41,52.59,14.228
14:29:58,11.88,4.39,52.17,14.243
14:29:59,11.90,4.35,51.79,14.257
14:30:00,11.90,4.31,51.28,14.272
14:30:01,11.92,4.33,51.55,14.286
14:30:02,11.92,4.35,51.84,14.300
14:30:03,11.90,4.35,51.79,14.315
14:30:04,11.92,4.38,52.20,14.329
14:30:05,11.89,4.36,51.86,14.344
14:30:06,11.91,4.31,51.30,14.358
14:30:07,11.88,4.33,51.41,14.372
14:30:08,11.89,4.37,51.98,14.387
14:30:09,11.91,4.29,51.13,14.401
14:30:10,11.90,4.29,51.04,14.415
14:30:11,11.86,4.28,50.80,14.429
14:30:12,11.91,4.36,51.89,14.443
14:30:13,11.86,4.26,50.50,14.457
14:30:14,11.88,4.23,50.27,14.471
14:30:15,11.86,4.26,50.50,14.485
14:30:16,11.88,4.37,51.90,14.500
14:30:17,11.87,4.34,51.50,14.514
14:30:18,11.86,4.29,50.91,14.528
14:30:19,11.88,4.21,50.09,14.542
14:30:20,11.86,4.24,50.31,14.556
14:30:21,11.87,4.27,50.70,14.570
14:30:22,11.85,4.22,50.04,14.584
14:30:23,11.86,4.20,49.87,14.598
14:30:24,11.86,4.33,51.33,14.612
14:30:25,11.85,4.30,51.00,14.626
14:30:26,11.88,4.31,51.15,14.641
14:30:27,11.88,4.27,50.80,14.655
14:30:28,11.88,4.24,50.35,14.669
14:30:29,11.84,4.31,51.00,14.683
14:30:30,11.86,4.22,50.05,14.697
14:30:31,11.87,4.26,50.56,14.711
14:30:32,11.87,4.21,49.96,14.725
14:30:33,11.85,4.25,50.31,14.739
14:30:34,11.86,4.21,49.93,14.753
14:30:35,11.85,4.24,50.27,14.767
14:30:36,11.83,4.25,50.26,14.781
14:30:37,11.86,4.22,50.06,14.794
14:30:38,11.87,4.26,50.63,14.809
14:30:39,11.87,4.22,50.14,14.822
14:30:40,11.82,4.27,50.48,14.836
14:30:41,11.85,4.16,49.28,14.850
14:30:42,11.84,4.27,50.57,14.864
14:30:43,11.86,4.17,49.47,14.878
14:30:44,11.84,4.17,49.43,14.892
14:30:45,11.86,4.17,49.41,14.905
14:30:46,11.82,4.17,49.27,14.919
14:30:47,11.82,4.18,49.35,14.933
14:30:48,11.84,4.18,49.46,14.947
14:30:49,11.84,4.22,49.94,14.960
14:30:50,11.82,4.21,49.75,14.974
14:30:51,11.82,4.18,49.37,14.988
14:30:52,11.82,4.16,49.14,15.002
14:30:53,11.81,4.10,48.43,15.015
14:30:54,11.82,4.12,48.69,15.029
14:30:55,11.83,4.13,48.83,15.042
14:30:56,11.82,4.22,49.90,15.056
14:30:57,11.81,4.17,49.18,15.070
14:30:58,11.83,4.16,49.17,15.083
14:30:59,11.82,4.14,48.90,15.097
14:31:00,11.83,4.17,49.38,15.111
14:31:01,11.81,4.06,47.96,15.124
14:31:02,11.82,4.12,48.69,15.137
14:31:03,11.81,4.06,47.96,15.151
14:31:04,11.80,4.14,48.82,15.164
14:31:05,11.80,4.19,49.42,15.178
14:31:06,11.79,4.09,48.21,15.191
14:31:07,11.81,4.09,48.24,15.205
14:31:08,11.81,4.14,48.96,15.218
