Timestamp,Voltage,Current,PowerFactor,Frequency,Power
10:40:44,228.58,6.89,0.881,49.96,1387.0
10:40:45,228.87,6.92,0.881,49.98,1395.1
10:40:46,228.86,7.05,0.873,49.97,1408.6
10:40:47,228.83,7.05,0.872,49.99,1405.6
10:40:48,228.44,7.00,0.873,49.96,1395.2
10:40:49,228.63,7.05,0.885,49.97,1426.9
10:40:50,228.64,7.10,0.883,49.97,1432.8
10:40:51,228.47,7.06,0.879,49.99,1416.7
10:40:52,228.50,7.08,0.879,49.99,1421.9
10:40:53,228.89,7.13,0.882,49.97,1439.5
10:40:54,228.25,7.05,0.887,49.98,1426.2
10:40:55,228.76,7.06,0.879,49.99,1421.1
10:40:56,228.59,7.08,0.876,49.98,1418.5
10:40:57,228.55,7.02,0.882,49.99,1415.3
10:40:58,227.97,6.99,0.881,49.98,1403.7
10:40:59,228.53,7.10,0.874,49.98,1418.9
10:41:00,228.50,7.00,0.880,49.99,1407.9
10:41:01,228.59,7.04,0.874,50.00,1406.1
10:41:02,228.53,7.06,0.878,49.99,1416.1
10:41:03,227.85,7.00,0.874,49.98,1393.9
10:41:04,228.21,7.20,0.876,49.98,1437.8
10:41:05,228.22,7.04,0.887,50.00,1423.7
10:41:06,228.28,7.15,0.876,49.98,1429.1
10:41:07,228.06,7.06,0.886,49.99,1427.4
10:41:08,227.91,7.18,0.878,50.00,1437.1
10:41:09,227.72,7.19,0.876,49.99,1434.1
10:41:10,227.82,7.05,0.883,50.00,1417.8
10:41:11,227.80,7.14,0.886,49.98,1440.7
10:41:12,227.88,7.13,0.884,49.99,1436.1
10:41:13,227.80,7.05,0.875,49.99,1405.1
10:41:14,227.53,7.06,0.883,49.99,1417.8
10:41:15,227.86,7.23,0.877,50.00,1443.4
10:41:16,227.28,7.19,0.874,50.00,1428.0
10:41:17,227.97,7.23,0.879,50.00,1449.2
10:41:18,227.62,7.23,0.881,50.01,1449.2
10:41:19,227.44,7.23,0.879,49.99,1446.0
10:41:20,227.52,7.10,0.881,50.00,1421.8
10:41:21,227.36,7.12,0.884,49.99,1430.5
10:41:22,227.68,7.24,0.882,49.99,1453.7
10:41:23,227.23,7.27,0.881,49.98,1455.6
10:41:24,227.44,7.11,0.885,49.99,1430.5
10:41:25,227.50,7.16,0.876,49.99,1426.5
10:41:26,227.03,7.17,0.887,49.99,1442.5
10:41:27,227.30,7.19,0.880,50.00,1439.2
10:41:28,226.95,7.25,0.879,50.01,1444.8
10:41:29,226.81,7.29,0.873,50.00,1442.3
10:41:30,227.10,7.29,0.872,49.99,1443.4
10:41:31,226.74,7.27,0.876,49.99,1443.8
10:41:32,227.21,7.25,0.875,50.00,1441.0
10:41:33,227.37,7.21,0.880,49.99,1440.9
10:41:34,226.94,7.24,0.875,50.01,1438.7
10:41:35,226.99,7.16,0.874,50.02,1421.1
10:41:36,226.90,7.28,0.875,50.02,1445.9
10:41:37,226.73,7.21,0.881,50.00,1441.5
10:41:38,227.07,7.17,0.872,50.01,1419.7
10:41:39,226.49,7.29,0.885,50.01,1461.0
10:41:40,226.82,7.18,0.882,50.00,1435.4
10:41:41,227.01,7.32,0.874,50.00,1451.8
10:41:42,226.97,7.26,0.876,50.01,1443.3
10:41:43,226.62,7.18,0.878,50.02,1428.5
10:41:44,226.61,7.25,0.871,50.00,1430.5
10:41:45,226.44,7.18,0.880,50.01,1430.0
10:41:46,226.85,7.28,0.876,50.02,1447.1
10:41:47,226.56,7.25,0.879,50.01,1442.8
10:41:48,226.27,7.35,0.870,50.03,1447.4
10:41:49,226.11,7.20,0.876,50.01,1426.3
10:41:50,226.62,7.30,0.883,50.00,1461.1
10:41:51,226.14,7.22,0.873,50.02,1424.7
10:41:52,225.93,7.23,0.880,50.03,1438.1
10:41:53,226.09,7.36,0.870,50.01,1447.7
10:41:54,226.17,7.24,0.873,50.01,1429.7
10:41:55,225.93,7.33,0.874,50.03,1446.6
10:41:56,225.87,7.35,0.873,50.01,1449.0
10:41:57,226.31,7.26,0.873,50.01,1434.6
10:41:58,226.02,7.29,0.877,50.04,1444.9
10:41:59,225.95,7.30,0.880,50.01,1451.0
10:42:00,225.71,7.31,0.872,50.01,1438.4
10:42:01,226.35,7.25,0.873,50.03,1432.5
10:42:02,225.97,7.33,0.878,50.02,1453.8
10:42:03,225.98,7.23,0.869,50.01,1418.7
10:42:04,225.96,7.27,0.876,50.03,1438.0
10:42:05,226.13,7.31,0.868,50.04,1434.9
10:42:06,225.79,7.33,0.870,50.01,1440.7
10:42:07,225.86,7.26,0.868,50.01,1423.6
10:42:08,226.12,7.24,0.869,50.01,1422.8
10:42:09,225.64,7.29,0.867,50.03,1425.5
10:42:10,225.87,7.41,0.871,50.04,1457.4
10:42:11,225.78,7.33,0.879,50.03,1455.6
10:42:12,225.65,7.28,0.873,50.04,1433.2
10:42:13,225.47,7.39,0.877,50.04,1461.9
10:42:14,225.53,7.27,0.873,50.03,1432.0
10:42:15,225.36,7.34,0.877,50.02,1451.3
10:42:16,225.76,7.28,0.877,50.02,1442.5
10:42:17,225.62,7.37,0.865,50.02,1438.8
10:42:18,226.04,7.25,0.871,50.04,1427.1
10:42:19,225.63,7.27,0.871,50.04,1429.1
10:42:20,225.23,7.26,0.866,50.04,1416.2
10:42:21,225.21,7.32,0.878,50.04,1446.1
10:42:22,225.78,7.34,0.872,50.02,1446.3
10:42:23,225.38,7.32,0.870,50.03,1435.0
10:42:24,225.86,7.38,0.877,50.03,1460.9
10:42:25,225.91,7.33,0.877,50.03,1451.4
10:42:26,225.56,7.42,0.865,50.02,1447.3
10:42:27,225.23,7.41,0.875,50.03,1460.0
10:42:28,225.67,7.31,0.867,50.03,1429.6
10:42:29,225.44,7.33,0.875,50.04,1447.0
10:42:30,225.27,7.27,0.866,50.04,1417.6
10:42:31,225.33,7.42,0.874,50.04,1461.4
10:42:32,225.89,7.44,0.871,50.04,1464.6
10:42:33,225.27,7.44,0.865,50.05,1449.0
10:42:34,225.45,7.38,0.873,50.04,1453.8
10:42:35,225.43,7.39,0.867,50.04,1445.2
10:42:36,225.19,7.36,0.869,50.05,1441.3
10:42:37,225.40,7.44,0.865,50.05,1450.9
10:42:38,225.78,7.28,0.871,50.04,1431.7
10:42:39,225.60,7.42,0.870,50.05,1455.7
10:42:40,225.35,7.37,0.865,50.05,1437.1
10:42:41,225.58,7.41,0.864,50.05,1445.1
10:42:42,225.83,7.43,0.869,50.05,1457.2
10:42:43,225.41,7.35,0.860,50.03,1423.3
10:42:44,225.59,7.40,0.858,50.06,1433.7
10:42:45,225.11,7.38,0.862,50.06,1432.1
10:42:46,225.59,7.34,0.861,50.03,1424.8
10:42:47,225.50,7.35,0.867,50.05,1436.9
10:42:48,225.22,7.31,0.868,50.06,1430.4
10:42:49,225.76,7.28,0.866,50.06,1422.1
10:42:50,225.21,7.29,0.861,50.05,1414.2
10:42:51,225.52,7.30,0.863,50.04,1421.0
10:42:52,225.32,7.39,0.856,50.05,1426.0
10:42:53,225.25,7.24,0.866,50.05,1413.4
10:42:54,225.58,7.36,0.866,50.04,1439.0
10:42:55,225.43,7.29,0.859,50.04,1412.1
10:42:56,225.88,7.25,0.861,50.06,1408.5
10:42:57,225.52,7.35,0.859,50.04,1423.9
10:42:58,225.93,7.39,0.860,50.04,1436.5
10:42:59,225.46,7.23,0.856,50.05,1395.2
10:43:00,225.26,7.25,0.862,50.07,1407.2
10:43:01,225.29,7.30,0.867,50.04,1425.8
10:43:02,225.39,7.28,0.852,50.04,1398.7
10:43:03,225.91,7.37,0.861,50.06,1433.8
10:43:04,225.94,7.32,0.863,50.06,1427.4
10:43:05,225.95,7.21,0.855,50.05,1393.6
10:43:06,225.37,7.23,0.855,50.07,1393.9
10:43:07,225.48,7.26,0.862,50.04,1411.7
10:43:08,226.10,7.35,0.858,50.04,1425.1
10:43:09,225.44,7.19,0.862,50.06,1396.6
10:43:10,225.66,7.19,0.857,50.06,1390.9
10:43:11,225.66,7.20,0.864,50.07,1404.8
10:43:12,225.58,7.25,0.855,50.06,1398.4
10:43:13,226.15,7.20,0.859,50.07,1399.9
10:43:14,226.10,7.34,0.851,50.06,1412.1
10:43:15,225.62,7.35,0.860,50.06,1426.3
10:43:16,226.29,7.25,0.855,50.06,1402.3
10:43:17,226.02,7.34,0.856,50.05,1419.4
10:43:18,226.00,7.33,0.851,50.07,1408.4
10:43:19,226.12,7.17,0.852,50.06,1381.2
10:43:20,225.69,7.27,0.855,50.04,1403.5
10:43:21,225.95,7.30,0.858,50.07,1416.7
10:43:22,226.24,7.29,0.851,50.05,1402.4
10:43:23,225.72,7.25,0.851,50.06,1393.0
10:43:24,225.95,7.24,0.859,50.05,1405.3
10:43:25,226.41,7.18,0.851,50.05,1383.5
10:43:26,226.49,7.16,0.849,50.06,1376.9
10:43:27,225.93,7.15,0.850,50.07,1373.2
10:43:28,226.25,7.26,0.848,50.07,1391.9
10:43:29,226.46,7.15,0.859,50.06,1389.8
10:43:30,225.89,7.28,0.851,50.05,1401.0
10:43:31,226.10,7.15,0.853,50.07,1379.2
10:43:32,226.67,7.27,0.846,50.06,1394.3
10:43:33,226.41,7.21,0.854,50.05,1393.7
10:43:34,226.35,7.14,0.852,50.06,1375.9
10:43:35,226.23,7.26,0.850,50.05,1396.2
10:43:36,226.61,7.19,0.852,50.06,1387.0
10:43:37,226.36,7.26,0.846,50.06,1390.8
10:43:38,226.39,7.14,0.854,50.07,1379.1
10:43:39,226.88,7.12,0.847,50.05,1367.6
10:43:40,226.87,7.13,0.855,50.05,1382.7
10:43:41,226.56,7.07,0.846,50.06,1355.7
10:43:42,226.50,7.11,0.844,50.07,1359.1
10:43:43,226.97,7.19,0.845,50.06,1379.0
10:43:44,226.55,7.11,0.842,50.05,1357.2
10:43:45,226.88,7.08,0.852,50.07,1367.1
10:43:46,226.89,7.22,0.841,50.05,1376.4
10:43:47,227.10,7.11,0.850,50.06,1372.1
10:43:48,226.63,7.16,0.840,50.06,1364.2
10:43:49,226.58,7.14,0.848,50.07,1372.5
10:43:50,227.11,7.18,0.843,50.05,1374.7
10:43:51,226.56,7.10,0.844,50.06,1358.7
10:43:52,226.84,7.19,0.852,50.05,1389.0
10:43:53,226.89,7.00,0.851,50.05,1352.2
10:43:54,226.51,7.18,0.851,50.07,1383.8
10:43:55,226.68,7.10,0.845,50.05,1359.0
10:43:56,227.33,7.05,0.848,50.05,1358.4
10:43:57,227.08,7.17,0.838,50.05,1364.8
10:43:58,226.87,7.10,0.841,50.07,1354.5
10:43:59,227.39,7.02,0.845,50.06,1349.1
10:44:00,227.03,6.98,0.843,50.07,1335.0
10:44:01,227.24,6.96,0.843,50.07,1332.1
10:44:02,227.42,7.03,0.851,50.05,1360.3
10:44:03,227.08,7.14,0.838,50.06,1357.5
10:44:04,227.19,7.05,0.851,50.05,1363.9
10:44:05,226.88,7.07,0.846,50.06,1357.1
10:44:06,227.45,7.01,0.839,50.07,1338.1
10:44:07,227.19,6.95,0.851,50.07,1342.2
10:44:08,227.55,7.07,0.843,50.05,1356.2
10:44:09,226.93,7.07,0.850,50.04,1363.4
10:44:10,227.17,7.02,0.842,50.06,1343.0
10:44:11,227.03,7.03,0.845,50.05,1348.6
10:44:12,227.19,7.00,0.838,50.06,1331.3
10:44:13,227.30,6.93,0.841,50.06,1324.8
10:44:14,226.94,6.94,0.838,50.06,1319.2
10:44:15,227.58,7.00,0.842,50.04,1342.1
10:44:16,227.54,7.06,0.837,50.05,1345.1
10:44:17,227.37,7.04,0.835,50.07,1336.1
10:44:18,227.35,6.99,0.837,50.06,1329.0
10:44:19,227.18,7.04,0.840,50.06,1343.0
10:44:20,227.02,6.89,0.844,50.05,1319.8
10:44:21,227.20,6.89,0.841,50.05,1317.7
10:44:22,227.41,6.87,0.846,50.05,1322.1
10:44:23,227.77,6.88,0.840,50.05,1315.2
10:44:24,227.73,6.95,0.836,50.05,1321.9
10:44:25,227.72,6.93,0.836,50.04,1318.2
10:44:26,227.31,6.90,0.847,50.04,1328.5
10:44:27,227.24,6.85,0.836,50.05,1301.7
10:44:28,227.34,6.81,0.838,50.04,1296.9
10:44:29,227.83,6.91,0.844,50.04,1328.9
10:44:30,227.22,6.94,0.837,50.04,1318.9
10:44:31,227.23,6.80,0.842,50.06,1302.0
10:44:32,227.15,6.77,0.847,50.04,1302.5
10:44:33,227.91,6.86,0.835,50.06,1305.7
10:44:34,227.40,6.91,0.844,50.06,1326.7
10:44:35,227.26,6.87,0.846,50.05,1320.3
10:44:36,227.63,6.81,0.840,50.05,1301.0
10:44:37,227.26,6.92,0.839,50.05,1319.8
10:44:38,227.50,6.80,0.836,50.06,1293.4
10:44:39,227.25,6.74,0.843,50.04,1292.1
10:44:40,227.30,6.79,0.845,50.06,1303.6
10:44:41,227.20,6.77,0.833,50.04,1281.8
10:44:42,227.15,6.72,0.845,50.06,1290.6
10:44:43,227.31,6.85,0.846,50.04,1317.4
10:44:44,227.31,6.83,0.839,50.03,1302.3
10:44:45,227.20,6.73,0.839,50.05,1281.7
10:44:46,227.61,6.84,0.833,50.05,1297.4
10:44:47,227.44,6.82,0.836,50.05,1297.1
10:44:48,227.42,6.86,0.846,50.05,1319.9
10:44:49,227.15,6.72,0.833,50.03,1271.8
10:44:50,227.16,6.67,0.846,50.06,1281.6
10:44:51,227.36,6.76,0.834,50.05,1281.0
10:44:52,227.20,6.76,0.840,50.05,1291.1
10:44:53,227.56,6.73,0.833,50.04,1276.0
10:44:54,227.67,6.66,0.847,50.04,1283.8
10:44:55,227.57,6.79,0.835,50.06,1291.7
10:44:56,227.75,6.79,0.845,50.05,1306.7
10:44:57,227.69,6.75,0.833,50.03,1280.3
10:44:58,227.27,6.60,0.841,50.04,1261.7
10:44:59,227.20,6.65,0.841,50.03,1270.7
10:45:00,227.11,6.60,0.841,50.04,1261.2
10:45:01,227.63,6.77,0.834,50.05,1285.3
10:45:02,227.34,6.59,0.837,50.04,1254.7
10:45:03,227.40,6.66,0.834,50.05,1263.7
10:45:04,227.05,6.59,0.842,50.05,1260.9
10:45:05,227.01,6.70,0.834,50.04,1267.9
10:45:06,227.13,6.56,0.839,50.03,1248.8
10:45:07,227.21,6.57,0.835,50.04,1245.9
10:45:08,227.55,6.68,0.836,50.05,1272.1
10:45:09,227.72,6.68,0.847,50.04,1288.1
10:45:10,227.67,6.60,0.837,50.03,1257.7
10:45:11,227.68,6.68,0.837,50.03,1273.0
10:45:12,226.98,6.63,0.844,50.04,1270.0
10:45:13,227.21,6.59,0.837,50.04,1254.0
10:45:14,227.16,6.53,0.842,50.03,1248.6
10:45:15,227.15,6.59,0.834,50.03,1249.7
10:45:16,227.18,6.56,0.841,50.04,1251.9
10:45:17,227.08,6.65,0.839,50.03,1267.1
10:45:18,227.43,6.54,0.836,50.04,1243.1
10:45:19,227.23,6.62,0.837,50.02,1258.8
10:45:20,227.55,6.54,0.839,50.03,1248.6
10:45:21,226.79,6.55,0.842,50.02,1250.4
10:45:22,227.40,6.48,0.849,50.04,1250.8
10:45:23,227.04,6.46,0.843,50.03,1237.5
10:45:24,227.44,6.65,0.839,50.02,1270.2
10:45:25,227.16,6.52,0.846,50.02,1254.4
10:45:26,227.42,6.60,0.845,50.04,1269.0
10:45:27,226.70,6.64,0.849,50.02,1278.3
10:45:28,227.42,6.45,0.847,50.01,1242.8
10:45:29,227.05,6.47,0.847,50.02,1245.0
10:45:30,226.70,6.57,0.847,50.01,1262.3
10:45:31,227.29,6.60,0.849,50.02,1274.2
10:45:32,226.87,6.51,0.844,50.03,1246.4
10:45:33,227.25,6.53,0.851,50.04,1262.6
10:45:34,226.80,6.58,0.844,50.02,1260.4
10:45:35,227.20,6.49,0.844,50.01,1244.6
10:45:36,226.85,6.59,0.851,50.03,1271.6
10:45:37,227.30,6.44,0.848,50.03,1241.4
10:45:38,227.27,6.58,0.843,50.02,1260.1
10:45:39,226.53,6.46,0.839,50.02,1227.5
10:45:40,227.12,6.41,0.850,50.03,1238.3
10:45:41,226.59,6.48,0.848,50.01,1244.9
10:45:42,226.88,6.50,0.852,50.03,1257.5
10:45:43,226.98,6.49,0.840,50.01,1237.3
10:45:44,227.03,6.56,0.851,50.03,1267.2
10:45:45,226.72,6.39,0.849,50.01,1229.7
10:45:46,226.57,6.44,0.852,50.01,1243.2
10:45:47,226.51,6.45,0.839,50.00,1227.3
10:45:48,226.42,6.37,0.847,50.01,1222.9
10:45:49,226.89,6.44,0.842,50.02,1229.7
10:45:50,226.86,6.39,0.852,50.02,1234.3
10:45:51,226.48,6.53,0.846,50.02,1250.2
10:45:52,226.58,6.43,0.841,50.00,1225.0
10:45:53,226.74,6.42,0.843,50.01,1227.5
10:45:54,226.49,6.53,0.844,50.00,1247.9
10:45:55,226.85,6.51,0.841,50.02,1242.5
10:45:56,226.54,6.38,0.844,50.00,1220.4
10:45:57,226.52,6.42,0.851,50.02,1236.7
10:45:58,226.62,6.35,0.845,49.99,1214.9
10:45:59,226.29,6.36,0.853,50.00,1227.2
10:46:00,226.59,6.36,0.849,50.00,1223.0
10:46:01,226.78,6.46,0.854,50.01,1251.5
10:46:02,226.93,6.48,0.855,49.99,1258.6
10:46:03,226.19,6.35,0.851,50.00,1223.6
10:46:04,226.42,6.45,0.858,50.00,1253.2
10:46:05,226.18,6.39,0.852,49.99,1232.3
10:46:06,226.47,6.43,0.844,49.99,1228.2
10:46:07,226.71,6.36,0.846,49.99,1219.0
10:46:08,226.52,6.48,0.854,50.01,1253.7
10:46:09,226.51,6.39,0.858,50.00,1242.6
10:46:10,228.29,4.77,0.960,49.99,1044.5
10:46:11,227.96,4.68,0.959,49.99,1022.3
10:46:12,227.91,4.74,0.954,50.00,1031.1
10:46:13,228.09,4.81,0.956,50.00,1048.5
10:46:14,228.15,4.73,0.953,49.98,1028.6
10:46:15,228.07,4.73,0.959,49.99,1034.4
10:46:16,228.65,4.82,0.951,49.99,1048.3
10:46:17,228.41,4.80,0.958,49.99,1051.7
10:46:18,228.41,4.78,0.958,49.99,1046.8
10:46:19,228.58,4.79,0.952,50.00,1042.9
10:46:20,228.54,4.70,0.953,50.00,1022.9
10:46:21,228.02,4.81,0.952,50.00,1045.0
10:46:22,228.54,4.70,0.950,49.98,1021.5
10:46:23,228.40,4.78,0.954,49.98,1042.2
10:46:24,227.88,4.79,0.959,50.00,1046.2
10:46:25,228.21,4.72,0.959,50.00,1031.4
10:46:26,228.00,4.79,0.954,50.00,1042.5
10:46:27,228.60,4.74,0.956,49.99,1035.2
10:46:28,228.14,4.76,0.956,49.97,1038.2
10:46:29,228.22,4.69,0.948,49.97,1015.3
10:46:30,228.30,4.70,0.950,50.00,1020.2
10:46:31,228.29,4.79,0.956,49.97,1045.3
10:46:32,228.48,4.68,0.952,49.97,1019.0
10:46:33,228.56,4.73,0.949,49.97,1026.1
10:46:34,228.13,4.72,0.953,49.97,1025.3
10:46:35,228.11,4.64,0.950,50.00,1005.4
10:46:36,228.10,4.74,0.956,49.97,1033.0
10:46:37,228.24,4.78,0.952,49.99,1038.2
10:46:38,228.79,4.75,0.950,49.98,1032.7
10:46:39,228.27,4.67,0.952,49.98,1015.2
10:46:40,228.42,4.72,0.952,49.99,1027.2
10:46:41,228.65,4.65,0.953,49.98,1013.1
10:46:42,228.77,4.67,0.951,49.99,1015.5
10:46:43,228.54,4.64,0.952,49.99,1010.8
10:46:44,228.59,4.67,0.955,49.97,1020.0
10:46:45,228.51,4.64,0.951,49.97,1008.3
10:46:46,228.24,4.62,0.953,49.96,1005.2
10:46:47,228.57,4.71,0.949,49.98,1020.6
10:46:48,228.40,4.63,0.951,49.98,1006.5
10:46:49,228.50,4.60,0.951,49.96,1000.2
10:46:50,228.75,4.69,0.950,49.96,1020.0
10:46:51,229.03,4.64,0.952,49.98,1011.4
10:46:52,228.80,4.67,0.951,49.97,1017.4
10:46:53,228.55,4.59,0.949,49.96,994.4
10:46:54,228.54,4.62,0.950,49.96,1002.7
10:46:55,228.43,4.63,0.945,49.97,1000.2
10:46:56,228.73,4.68,0.944,49.97,1010.4
10:46:57,228.73,4.62,0.946,49.96,1000.0
10:46:58,229.05,4.58,0.951,49.96,996.7
10:46:59,228.80,4.61,0.953,49.98,1004.3
10:47:00,228.59,4.55,0.948,49.95,985.0
10:47:01,228.64,4.59,0.946,49.98,992.8
10:47:02,228.95,4.67,0.946,49.96,1011.2
10:47:03,229.02,4.55,0.951,49.96,990.7
10:47:04,228.97,4.65,0.946,49.96,1007.4
10:47:05,228.79,4.61,0.948,49.97,999.8
10:47:06,229.45,4.62,0.945,49.98,1001.3
10:47:07,229.42,4.53,0.952,49.96,989.8
10:47:08,229.21,4.62,0.946,49.98,1001.1
10:47:09,229.00,4.63,0.944,49.96,1001.4
10:47:10,229.03,4.56,0.949,49.96,990.6
10:47:11,229.22,4.49,0.941,49.95,968.8
10:47:12,229.04,4.49,0.944,49.96,971.1
10:47:13,229.52,4.59,0.950,49.95,1001.2
10:47:14,229.08,4.47,0.948,49.95,970.5
10:47:15,229.12,4.51,0.942,49.95,972.8
10:47:16,229.22,4.54,0.947,49.97,985.4
10:47:17,229.22,4.47,0.940,49.97,963.6
10:47:18,229.53,4.55,0.946,49.95,987.7
10:47:19,229.73,4.52,0.946,49.96,982.1
10:47:20,229.42,4.43,0.943,49.96,958.8
10:47:21,229.74,4.56,0.941,49.95,986.0
10:47:22,229.26,4.46,0.949,49.95,970.4
10:47:23,229.50,4.43,0.944,49.95,959.8
10:47:24,229.50,4.49,0.941,49.96,969.7
10:47:25,229.57,4.46,0.939,49.94,961.9
10:47:26,229.82,4.51,0.938,49.96,971.7
10:47:27,229.71,4.39,0.948,49.95,955.8
10:47:28,230.23,4.39,0.946,49.96,956.0
10:47:29,230.14,4.47,0.939,49.96,966.1
10:47:30,230.17,4.37,0.943,49.94,948.6
10:47:31,230.05,4.42,0.942,49.95,958.2
10:47:32,230.03,4.44,0.941,49.95,960.7
10:47:33,230.11,4.37,0.946,49.95,952.0
10:47:34,230.05,4.42,0.939,49.96,956.1
10:47:35,230.46,4.38,0.945,49.95,953.4
10:47:36,230.18,4.38,0.939,49.96,946.9
10:47:37,230.09,4.39,0.939,49.96,949.0
10:47:38,230.57,4.31,0.940,49.95,935.5
10:47:39,230.15,4.40,0.942,49.94,954.4
10:47:40,230.22,4.34,0.942,49.94,941.8
10:47:41,230.14,4.37,0.935,49.94,940.2
10:47:42,230.72,4.31,0.939,49.95,933.3
10:47:43,230.47,4.39,0.945,49.95,956.4
10:47:44,230.89,4.29,0.938,49.94,929.8
10:47:45,230.55,4.34,0.937,49.95,938.2
10:47:46,230.41,4.33,0.941,49.94,938.7
10:47:47,230.77,4.32,0.934,49.96,932.3
10:47:48,230.48,4.31,0.939,49.94,932.8
10:47:49,231.12,4.35,0.938,49.95,942.3
10:47:50,230.70,4.29,0.939,49.94,930.4
10:47:51,230.54,4.31,0.942,49.95,936.0
10:47:52,231.01,4.31,0.937,49.95,933.0
10:47:53,230.56,4.28,0.940,49.96,928.3
10:47:54,230.62,4.29,0.939,49.95,930.0
10:47:55,231.15,4.27,0.940,49.94,927.2
10:47:56,230.84,4.27,0.942,49.94,928.0
10:47:57,231.28,4.31,0.938,49.96,935.7
10:47:58,231.03,4.22,0.935,49.94,910.8
10:47:59,231.09,4.20,0.939,49.94,911.1
10:48:00,230.86,4.22,0.932,49.93,907.6
10:48:01,230.90,4.19,0.940,49.94,908.7
10:48:02,230.98,4.21,0.933,49.96,907.3
10:48:03,231.55,4.22,0.931,49.94,909.8
10:48:04,231.68,4.22,0.934,49.94,913.4
10:48:05,231.68,4.17,0.934,49.94,901.9
10:48:06,231.23,4.24,0.931,49.95,913.0
10:48:07,231.31,4.12,0.936,49.94,893.1
10:48:08,231.57,4.21,0.940,49.93,916.0
10:48:09,231.68,4.17,0.935,49.93,902.6
10:48:10,231.25,4.15,0.931,49.95,894.2
10:48:11,232.05,4.17,0.937,49.93,907.0
10:48:12,232.04,4.12,0.938,49.95,896.8
10:48:13,231.44,4.17,0.931,49.95,899.3
10:48:14,231.43,4.09,0.932,49.96,883.5
10:48:15,231.42,4.08,0.938,49.94,886.2
10:48:16,231.83,4.13,0.938,49.95,898.8
10:48:17,232.19,4.09,0.931,49.93,883.7
10:48:18,231.53,4.18,0.932,49.95,901.4
10:48:19,231.55,4.05,0.933,49.93,874.1
10:48:20,231.78,4.08,0.929,49.93,878.5
10:48:21,232.01,4.18,0.935,49.93,906.2
10:48:22,231.69,4.15,0.929,49.95,894.0
10:48:23,231.70,4.13,0.932,49.95,891.1
10:48:24,232.03,4.09,0.927,49.95,881.2
10:48:25,232.41,4.08,0.932,49.95,884.9
10:48:26,232.11,4.07,0.933,49.95,880.9
10:48:27,232.19,4.11,0.929,49.93,886.6
10:48:28,232.20,4.11,0.933,49.94,891.6
10:48:29,232.30,4.14,0.931,49.94,895.5
10:48:30,232.24,4.10,0.933,49.93,888.9
10:48:31,232.42,4.04,0.930,49.94,874.0
10:48:32,232.22,4.10,0.927,49.94,883.3
10:48:33,232.18,3.98,0.928,49.95,858.4
10:48:34,232.02,4.03,0.927,49.95,866.1
10:48:35,232.40,4.05,0.931,49.95,877.2
10:48:36,232.04,4.01,0.926,49.95,862.1
10:48:37,232.19,4.03,0.932,49.93,871.4
10:48:38,232.73,4.04,0.928,49.93,871.7
10:48:39,232.17,3.99,0.934,49.94,864.6
10:48:40,232.55,3.99,0.929,49.93,862.3
10:48:41,232.18,3.96,0.928,49.93,854.0
10:48:42,232.15,4.06,0.930,49.93,875.9
10:48:43,232.77,4.08,0.926,49.95,879.8
10:48:44,232.73,3.94,0.931,49.95,853.1
10:48:45,232.83,3.97,0.932,49.94,860.6
10:48:46,232.68,3.96,0.927,49.94,854.3
10:48:47,232.66,3.93,0.928,49.93,849.2
10:48:48,232.92,3.94,0.929,49.94,851.5
10:48:49,232.43,4.02,0.927,49.93,865.7
10:48:50,232.74,3.92,0.928,49.96,846.6
10:48:51,232.46,3.99,0.930,49.94,861.8
10:48:52,232.65,3.99,0.924,49.93,857.8
10:48:53,232.71,3.99,0.927,49.94,860.9
10:48:54,232.42,3.91,0.923,49.95,838.2
10:48:55,232.30,4.00,0.932,49.93,864.9
10:48:56,232.46,3.94,0.923,49.93,844.5
10:48:57,232.95,3.91,0.929,49.93,846.7
10:48:58,232.37,4.01,0.930,49.93,866.3
10:48:59,232.44,3.92,0.924,49.95,843.2
10:49:00,232.92,4.00,0.928,49.93,865.5
10:49:01,232.32,4.02,0.926,49.94,865.6
10:49:02,232.93,4.02,0.927,49.96,867.1
10:49:03,232.73,3.96,0.923,49.95,851.0
10:49:04,232.92,3.97,0.926,49.95,857.0
10:49:05,232.44,3.93,0.921,49.95,842.6
10:49:06,233.05,4.00,0.926,49.93,863.0
10:49:07,232.47,3.96,0.930,49.95,856.4
10:49:08,232.37,3.94,0.924,49.95,845.8
10:49:09,232.99,3.99,0.925,49.95,859.4
10:49:10,232.87,3.97,0.921,49.94,850.8
10:49:11,232.70,3.88,0.926,49.94,835.5
10:49:12,232.73,3.89,0.927,49.93,838.2
10:49:13,232.52,3.88,0.926,49.95,835.3
10:49:14,232.78,3.97,0.928,49.96,858.2
10:49:15,232.66,3.99,0.920,49.94,855.3
10:49:16,233.01,4.01,0.928,49.96,866.9
10:49:17,232.65,3.88,0.923,49.94,832.2
10:49:18,232.76,3.88,0.928,49.96,838.3
10:49:19,232.95,3.90,0.919,49.95,835.1
10:49:20,232.43,3.91,0.928,49.94,844.3
10:49:21,232.36,3.97,0.927,49.95,854.7
10:49:22,232.97,4.02,0.923,49.96,863.9
10:49:23,232.44,3.96,0.927,49.96,853.8
10:49:24,232.29,3.99,0.921,49.95,852.8
10:49:25,232.30,3.89,0.927,49.96,837.0
